ID,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,Location
151759,ELEC,Whole Foods Market Chicago Edgewater EWR,6009 North Broadway,,Chicago,IL,60660,,888-264-2208,E,,Public,Mon 11:00pm - 10:59pm; Tue 11:00pm - 10:59pm; Wed 11:00pm - 10:59pm; Thu 11:00pm - 10:59pm; Fri 11:00pm - 10:59pm; Sat 11:00pm - 10:59pm; Sun 11:00pm - 10:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,41.991563,-87.6597735,10/05/2023,10/04/2023 08:04:56 PM +0000,,,,03/31/2018,,,,,"(41.991563, -87.6597735)"
172397,ELEC,IRVINE  CO  OFC 71SW B2 02-03,71 S Wacker Dr,,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.880925,-87.636038,10/05/2023,10/04/2023 07:01:42 PM +0000,,,,01/27/2021,,,,,"(41.880925, -87.636038)"
164167,ELEC,Chicago Travel Plaza - Tesla Supercharger,Building 840 Chicago O'Hare International Airport,,Chicago,IL,60666,,877-798-3752,E,,Public,24 hours daily,,,,,,,14,,Tesla,https://www.tesla.com/supercharger,GPS,41.998752,-87.888342,07/01/2023,07/14/2023 02:41:28 PM +0000,P,,,07/10/2020,,,,,"(41.998752, -87.888342)"
260948,ELEC,300 E. Randolph Unit #3,300 E. Randolph,,Chicago,IL,60601,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,41.8846651,-87.6199166,10/04/2023,10/03/2023 07:02:09 PM +0000,,,,12/29/2022,,,,,"(41.8846651, -87.6199166)"
36320,E85,City of Chicago FS#205,3245 N Campbell,Belmont & Western,Chicago,IL,60618,,,E,,Private - Government only,,,,,,,,,,,,200-8,41.940786,-87.690611,09/14/2023,09/14/2023 09:01:49 AM +0000,LG,,,03/31/2012,,,,false,"(41.940786, -87.690611)"
185442,ELEC,ADVOCATE IL MASONIC 3,933 w. Nelson Ave,,Chicago,IL,60657,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.93704,-87.652759,10/05/2023,10/04/2023 07:32:52 PM +0000,,,,02/27/2021,,,,,"(41.93704, -87.652759)"
172818,ELEC,OPTIMA OPTIMA 2,220 E Illinois St,,Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.891147,-87.621408,10/05/2023,10/04/2023 07:04:29 PM +0000,,,,01/27/2021,,,,,"(41.891147, -87.621408)"
309750,ELEC,6447 N. Ravenwood Ave,6447 North Ravenswood Avenue,,Chicago,IL,60626,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,41.99998483292996,-87.67503529091567,10/04/2023,10/03/2023 07:02:57 PM +0000,,,,07/20/2023,,,,,"(41.99998483292996, -87.67503529091567)"
256376,ELEC,MDWTPGLV1 TPG-02,5700 S Cicero Ave,,Chicago,IL,60638,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.787331,-87.74009,10/05/2023,10/04/2023 07:24:50 PM +0000,,,,03/16/2023,,,,,"(41.787331, -87.74009)"
202908,ELEC,INTERPARK ONTARIO-CLAIR2,177 N Wells St,,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.885402,-87.633583,10/05/2023,10/04/2023 07:38:37 PM +0000,,,,12/22/2021,,,,,"(41.885402, -87.633583)"
255215,ELEC,Ferdinand,4233 West Ferdinand Street,,Chicago,IL,60624,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,41.8891296,-87.7328116,10/03/2023,10/03/2023 06:59:51 PM +0000,,,,04/14/2022,,,,,"(41.8891296, -87.7328116)"
202789,ELEC,INTERPARK 217WASHINGTON 1,217 W Washington St,,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.883001,-87.634264,10/05/2023,10/04/2023 07:38:33 PM +0000,,,,12/18/2021,,,,,"(41.883001, -87.634264)"
102158,ELEC,3030 North Broadway - Tesla Supercharger,3030 North Broadway,,Chicago,IL,60657,,877-798-3752,E,,Public,24 hours daily,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,41.937552,-87.644709,07/01/2023,07/14/2023 02:41:28 PM +0000,P,,,04/01/2018,,,,,"(41.937552, -87.644709)"
228117,ELEC,Walgreens - West Fullerton,1520 W Fullerton Ave,,Chicago,IL,60614,,877-455-3833,E,,Public,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,41.92571,-87.66618,10/04/2023,10/04/2023 06:55:54 PM +0000,,,,03/07/2018,,,,,"(41.92571, -87.66618)"
309656,ELEC,3901 S. Ashland Ave,3901 South Ashland Avenue,,Chicago,IL,60609,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,41.82277687625594,-87.66475720281944,10/04/2023,10/03/2023 07:02:22 PM +0000,,,,08/04/2023,,,,,"(41.82277687625594, -87.66475720281944)"
117262,ELEC,Northwestern Memorial HealthCare,425 E Erie St,,Chicago,IL,60611,,,E,,Private,,,,,,,4,,,Non-Networked,,200-9,41.894144,-87.617133,09/10/2021,02/15/2023 04:45:41 PM +0000,P,,,09/20/2018,,,,,"(41.894144, -87.617133)"
122296,ELEC,NEWCITY - Tesla Supercharger,1457 North Halstead Ave,,Chicago,IL,60610,,877-798-3752,E,,Public,24 hours daily,,,,,,,10,,Tesla,https://www.tesla.com/supercharger,GPS,41.908065,-87.646836,07/01/2023,07/14/2023 02:41:28 PM +0000,P,,,03/01/2019,,,,,"(41.908065, -87.646836)"
56874,ELEC,900 SELF PARK PLUG AND SHOP 2,911 N. Rush St.,,Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.89976,-87.626372,10/05/2023,10/04/2023 07:12:17 PM +0000,,,,01/20/2014,,,,,"(41.89976, -87.626372)"
228124,ELEC,Walgreens,5158 N Lincoln Ave,,Chicago,IL,60625,,877-455-3833,E,,Public,24 hours daily,,,,,,,1,,eVgo Network,https://www.evgo.com/,GPS,41.97494,-87.69292,10/04/2023,10/04/2023 06:55:54 PM +0000,,,,12/03/2014,,,,,"(41.97494, -87.69292)"
19924,LPG,U-Haul,1700 N Cicero Ave,Between North and Grand,Chicago,IL,60639,,773-889-8194,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,41.911872,-87.746203,02/13/2023,02/14/2023 09:54:11 AM +0000,P,,,11/01/2000,,,true,,"(41.911872, -87.746203)"
193520,ELEC,PRUDENTIALPLAZA STATION 02,310 N Stetson Ave,,Chicago,IL,60601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.887424,-87.622235,10/05/2023,10/04/2023 07:25:42 PM +0000,,,,08/06/2021,,,,,"(41.887424, -87.622235)"
36319,E85,City of Chicago FS#202,5150 W 63rd St,63rd and Laramie,Chicago,IL,60638,,,E,,Private - Government only,,,,,,,,,,,,200-8,41.778249,-87.750999,09/14/2023,09/14/2023 09:01:49 AM +0000,LG,,,11/10/2011,,,,false,"(41.778249, -87.750999)"
86219,ELEC,PARKING GARAGE GARAGE LEVEL 1,118 N Jefferson St,,Chicago,IL,60661,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.883868,-87.642736,10/05/2023,10/04/2023 07:04:34 PM +0000,,,,08/02/2017,,,,,"(41.883868, -87.642736)"
194152,ELEC,TARGET CORP CHICAGO NNE 2,2656 N Elston Ave,,Chicago,IL,60647,,888-758-4389,E,,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.927962,-87.685914,10/05/2023,10/04/2023 07:34:50 PM +0000,,,,08/21/2021,,,,,"(41.927962, -87.685914)"
180620,ELEC,PEOPLES GAS EV14,4025 W Peterson Ave North Shop,,Chicago,IL,60646,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.989417,-87.730331,10/05/2023,10/04/2023 07:22:39 PM +0000,,,,01/27/2021,,,,,"(41.989417, -87.730331)"
74327,ELEC,1KFULTON 1KFULTON,1000 W Fulton Market,,Chicago,IL,60607,,888-758-4389,T,09/09/2022,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.886859,-87.6525,10/05/2023,10/04/2023 07:04:04 PM +0000,,,,03/25/2016,,,,,"(41.886859, -87.6525)"
189754,ELEC,STERLING BAY GREEN STREET 3,333 N. Green St.,,Chicago,IL,60661,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.888024,-87.648486,10/05/2023,10/04/2023 07:24:33 PM +0000,,,,05/16/2021,,,,,"(41.888024, -87.648486)"
171619,ELEC,INTERPARK 50 EAST OHIO 1,50 E Ohio St,,Chicago,IL,60611,,888-758-4389,T,09/09/2022,TEMPORARILY UNAVAILABLE (Public),24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.892773,-87.625687,10/04/2023,10/03/2023 07:08:14 PM +0000,,,,01/27/2021,,,,,"(41.892773, -87.625687)"
256684,ELEC,PARC HURON MIDDLE STATION,469 W Huron St,,Chicago,IL,60654,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.89452,-87.64123,10/05/2023,10/04/2023 07:38:34 PM +0000,,,,03/18/2023,,,,,"(41.89452, -87.64123)"
215053,ELEC,425 S. FIN PLAC 440LASALLE2,425 S Financial Pl,,Chicago,IL,60605,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.876317,-87.632933,10/04/2023,10/04/2023 06:59:14 PM +0000,,,,04/28/2022,,,,,"(41.876317, -87.632933)"
185438,ELEC,ADVOCATE IL MASONIC 2,3000 N Halsted St,,Chicago,IL,60657,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.93672,-87.650246,10/05/2023,10/04/2023 07:32:52 PM +0000,,,,02/27/2021,,,,,"(41.93672, -87.650246)"
33084,E85,City of Chicago FS#6,10101 S Stoney Island,101st and Stony Island,Chicago,IL,60617,,,E,,Private - Government only,,,,,,,,,,,,200-9,41.710606,-87.623157,09/14/2023,09/14/2023 09:01:49 AM +0000,LG,,,06/15/2008,,,,false,"(41.710606, -87.623157)"
151755,ELEC,"Walgreens at 501 W Roosevelt Rd, Chicago",501 W Roosevelt Rd,,Chicago,IL,60607,,888-264-2208,E,,Public,Mon 6:30am - 9:00pm; Tue 6:30am - 9:00pm; Wed 6:30am - 9:00pm; Thu 6:30am - 9:00pm; Fri 6:30am - 9:00pm; Sat 6:30am - 9:00pm; Sun 6:30am - 9:00pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,41.86692,-87.639553,10/05/2023,10/04/2023 08:05:57 PM +0000,,,,10/24/2019,,,,,"(41.86692, -87.639553)"
309296,ELEC,530210 : University of Chicago Booth School of Business - Harper Center,5807 South Woodlawn Avenue,,Chicago,IL,60637,,888-998-2546,E,,Public,24 hours daily,,,,,,8,,,Blink Network,http://www.blinkcharging.com/,GPS,41.7891387,-87.5954555,10/04/2023,10/03/2023 07:00:35 PM +0000,,,,10/27/2021,,,,,"(41.7891387, -87.5954555)"
52485,CNG,Ozinga Energy - Lumber St,2222 S Lumber St,2 Blocks East of Cermak and Halsted.,Chicago,IL,60616,,888-656-0141,E,,Public - Credit card at all times,24 hours daily; customers may set up a fuel account to pay for fuel; call 888-656-0141 to set up a fleet account,FuelMan M Proprietor V Wright_Exp,,B,3600,,,,,,,200-8,41.852403,-87.642494,06/14/2022,06/27/2023 12:55:43 PM +0000,P,,,09/01/2012,,HD,,,"(41.852403, -87.642494)"
180625,ELEC,PEOPLES GAS CENTRAL EV2,4207 W 35th Pl Central Shop,,Chicago,IL,60646,,888-758-4389,T,12/21/2022,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.989265,-87.730213,10/05/2023,10/04/2023 07:24:19 PM +0000,,,,01/27/2021,,,,,"(41.989265, -87.730213)"
183626,ELEC,Walgreens #4978 West Loop,111 S. Halsted St.,,Chicago,IL,60661,,888-998-2546,T,03/02/2023,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,41.88005,-87.646719,10/04/2023,10/03/2023 07:05:16 PM +0000,,,,01/29/2021,,,,,"(41.88005, -87.646719)"
147817,ELEC,EnV Chicago,161 W Kinzie St,,Chicago,IL,60654,,800-663-5633,T,02/27/2023,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,41.8889472,-87.6336346,10/03/2023,10/03/2023 06:58:50 PM +0000,,,,01/09/2018,,,,,"(41.8889472, -87.6336346)"
205057,ELEC,INTERPARK 181N DEARBORN 2,181 N Dearborn St,,Chicago,IL,60601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.885269,-87.629114,10/05/2023,10/04/2023 07:38:38 PM +0000,,,,01/20/2022,,,,,"(41.885269, -87.629114)"
114163,ELEC,AC Hotel Chicago Downtown - Tesla Destination,630 N Rush St,,Chicago,IL,60611,,312-981-6600  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.893499,-87.625498,10/06/2022,01/18/2023 09:15:20 AM +0000,P,,,05/12/2014,,,,,"(41.893499, -87.625498)"
171741,ELEC,PARKING GARAGE P2 GW,111 S Wacker Dr,,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.880437,-87.636733,10/04/2023,10/04/2023 06:59:00 PM +0000,,,,01/27/2021,,,,,"(41.880437, -87.636733)"
163454,ELEC,PEOPLES GAS EV2,4341 W 35th Pl Logistics Support,,Chicago,IL,60646,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.989409,-87.730374,10/05/2023,10/04/2023 07:26:22 PM +0000,,,,06/18/2020,,,,,"(41.989409, -87.730374)"
262338,ELEC,Inland Steel Building Garage,53 S. Dearborn St.,,Chicago,IL,60603,,855-223-5351,E,,Public,24 hours daily,A D M V,,,,,2,,,FLASH,https://www.flashparking.com/products/diversify-parking-revenue/ev-charging-as-a-revenue-stream/,GPS,41.88124376024821,-87.62923300266266,10/05/2023,10/04/2023 08:08:24 PM +0000,,,,06/07/2023,,,,,"(41.88124376024821, -87.62923300266266)"
114158,ELEC,Loews Chicago Hotel - Tesla Destination,455 N Park Dr,,Chicago,IL,60611,,312-840-6600  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.889755,-87.618659,10/06/2022,01/18/2023 09:15:20 AM +0000,P,,,12/01/2015,,,,,"(41.889755, -87.618659)"
61218,ELEC,PARKING GARAGE 111SW STATION 2,111 S Wacker Dr,,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.880164,-87.636483,10/05/2023,10/04/2023 07:14:00 PM +0000,,,,04/12/2014,,,,,"(41.880164, -87.636483)"
256375,ELEC,MDWTPGLV1 TPG-01,5700 S Cicero Ave,,Chicago,IL,60638,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.787397,-87.74009,10/05/2023,10/04/2023 07:24:50 PM +0000,,,,03/16/2023,,,,,"(41.787397, -87.74009)"
150688,ELEC,Greenway Parking Garage - Tesla Destination,60 W Kinzie,,Chicago,IL,60654,,312-527-1265  877-798-3752,E,,Public,,,,,,,24,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.889236,-87.630247,10/06/2022,01/18/2023 09:15:20 AM +0000,P,,,05/30/2019,,,,,"(41.889236, -87.630247)"
236279,ELEC,PARKING B LOT B FLOOR9 #3,240 E Ontario St,,Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.89356,-87.620889,10/05/2023,10/04/2023 07:01:47 PM +0000,,,,11/18/2022,,,,,"(41.89356, -87.620889)"
309968,ELEC,MOPD,2102 West Ogden Avenue,,Chicago,IL,60612,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,41.87094927739768,-87.6791154469962,10/04/2023,10/03/2023 07:04:44 PM +0000,,,,09/06/2023,,,,,"(41.87094927739768, -87.6791154469962)"
214241,ELEC,McCarthy Ford,11400 S. Pulaski Road,,Chicago,IL,60655,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,41.685101,-87.720354,10/04/2023,10/03/2023 07:02:34 PM +0000,,,,04/18/2022,,,,,"(41.685101, -87.720354)"
309086,ELEC,BACP,2350 West Ogden Avenue,,Chicago,IL,60608,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,41.86610105786563,-87.68536551816068,10/03/2023,10/03/2023 06:59:31 PM +0000,,,,09/06/2023,,,,,"(41.86610105786563, -87.68536551816068)"
151750,ELEC,"Walgreens at 316 W Cermak Rd, Chicago",316 W Cermak Rd,,Chicago,IL,60616,,888-264-2208,E,,Public,Mon 7:00am - 6:00pm; Tue 7:00am - 11:00pm; Wed 7:00am - 11:00pm; Thu 7:00am - 11:00pm; Fri 7:00am - 11:00pm; Sat 7:00am - 11:00pm; Sun 7:00am - 11:00pm,,,,,,1,,,Volta,https://voltacharging.com/,GPS,41.853059,-87.635359,10/05/2023,10/04/2023 08:04:46 PM +0000,,,,10/17/2019,,,,,"(41.853059, -87.635359)"
173548,ELEC,UNITED ORD LOT UNITED 3,5600 Bessie Coleman Dr,,Chicago,IL,60666,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.981407,-87.888652,10/05/2023,10/04/2023 07:14:24 PM +0000,,,,01/27/2021,,,,,"(41.981407, -87.888652)"
202790,ELEC,INTERPARK ONTARIO-CLAIR 1,614 N St Clair St,,Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.893159,-87.623033,10/05/2023,10/04/2023 07:38:33 PM +0000,,,,12/18/2021,,,,,"(41.893159, -87.623033)"
262823,ELEC,900 E. 103rd S&S,900 East 103rd Street,,Chicago,IL,60628,,800-663-5633,E,,Public,24 hours daily,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,41.7080651,-87.6011897,10/04/2023,10/03/2023 07:02:13 PM +0000,,,,05/17/2023,,,,,"(41.7080651, -87.6011897)"
64452,ELEC,1000 LAKE SHORE 1000 LSD,130-138 E Oak St,,Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.90085,-87.62452,10/04/2023,10/04/2023 06:59:48 PM +0000,,,,12/01/2014,,,,,"(41.90085, -87.62452)"
187497,E85,MCC Chicago,71 W Van Buren,Garage,Chicago,IL,60605,,,E,,Private,Fueling equipment located in a secure area with no public access,,,,,,,,,,,GPS,41.876579,-87.630456,06/12/2023,06/12/2023 11:56:16 AM +0000,FG,12,Department of Justice,01/15/2021,,,,false,"(41.876579, -87.630456)"
40794,ELEC,O'Hare Airport - Short Term Parking,10000 W O'Hare Ave,Located in row 2 on the first floor,Chicago,IL,60666,,800-832-6352,E,,Public - Credit card at all times,24 hours daily; pay lot,A D M V,,,,,6,,,Non-Networked,,GPS,41.97850582311076,-87.90328000006105,10/11/2022,02/14/2023 09:54:11 AM +0000,P,,,02/11/2011,,,,,"(41.97850582311076, -87.90328000006105)"
224651,ELEC,INTERPARK TOWER EAST,211 W Adams St,,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.878972,-87.634503,10/05/2023,10/04/2023 07:43:06 PM +0000,,,,07/30/2022,,,,,"(41.878972, -87.634503)"
151745,ELEC,Blackhawk on Halsted,1460 N Halsted,,Chicago,IL,60642,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,41.9078785,-87.64933345,10/05/2023,10/04/2023 08:06:01 PM +0000,,,,12/28/2015,,,,,"(41.9078785, -87.64933345)"
158552,ELEC,ELEVEN THIRTY 1130 S MICHIGAN,1130 S Michigan Ave,,Chicago,IL,60605,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.868618,-87.624626,10/05/2023,10/04/2023 07:22:13 PM +0000,,,,06/06/2020,,,,,"(41.868618, -87.624626)"
212713,ELEC,320 S CANAL EV1,320 S Canal St,,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.877176,-87.64055,10/05/2023,10/04/2023 07:39:55 PM +0000,,,,03/25/2022,,,,,"(41.877176, -87.64055)"
202705,ELEC,The Mason,180 North Ada Street,,Chicago,IL,60607,,800-663-5633,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,41.8849796,-87.6611185,10/04/2023,10/03/2023 07:06:42 PM +0000,,,,04/09/2019,,,,,"(41.8849796, -87.6611185)"
121323,ELEC,One Bennett Park,456 E Illinois St,P1 charger is Public.  P3 charger is ||Restricted in underground parking.||,Chicago,IL,60611,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,41.891466,-87.616338,10/04/2023,10/03/2023 07:00:16 PM +0000,,,,04/11/2019,,,,,"(41.891466, -87.616338)"
170735,ELEC,PEOPLES GAS PETC 3,4228 W 35th Pl PETC,,Chicago,IL,60632,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.831252,-87.731403,10/05/2023,10/04/2023 07:31:49 PM +0000,,,,01/01/2021,,,,,"(41.831252, -87.731403)"
309944,ELEC,701 N Kilbourn,701 North Kilbourn Avenue,,Chicago,IL,60624,,888-998-2546,E,,Public,24 hours daily,,,,,,5,,,Blink Network,http://www.blinkcharging.com/,GPS,41.8940142028033,-87.73848303325067,10/04/2023,10/03/2023 07:04:30 PM +0000,,,,08/04/2023,,,,,"(41.8940142028033, -87.73848303325067)"
152270,ELEC,University of Illinois - 760 W Taylor St,760 W Taylor St,,Chicago,IL,60607,,888-998-2546,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,41.864511,-87.645224,10/04/2023,10/03/2023 07:01:42 PM +0000,,,,01/08/2020,,,,,"(41.864511, -87.645224)"
114159,ELEC,"The Guesthouse Hotel, a Select Registry Property - Tesla Destination",4872 N Clark St,,Chicago,IL,60640,,773-564-9568  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.970814,-87.6677516,10/06/2022,01/18/2023 09:15:20 AM +0000,P,,,03/25/2015,,,,,"(41.970814, -87.6677516)"
192678,ELEC,CHI PUB SCHOOLS CVS,8542 S Chappel Ave,,Chicago,IL,60617,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.739279,-87.574212,10/05/2023,10/04/2023 07:34:37 PM +0000,,,,07/09/2021,,,,,"(41.739279, -87.574212)"
169013,ELEC,Parking Garage - 70 West Madison - Tesla Destination,11 N Clark St,,Chicago,IL,60602,,  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.882312,-87.630943,10/06/2022,01/18/2023 09:15:20 AM +0000,P,,,06/14/2018,,,,,"(41.882312, -87.630943)"
147820,ELEC,530207 : Aon Center Parking Garage,200 E. Randolph Street,,Chicago,IL,60601,,800-663-5633,E,,Public,24 hours daily,,,,,,6,,,Blink Network,http://www.blinkcharging.com/,GPS,41.8852827,-87.6215123,10/04/2023,10/03/2023 07:00:26 PM +0000,,,,11/12/2015,,,,,"(41.8852827, -87.6215123)"
235113,ELEC,THE COOPER GATEWAY,720 S Wells St,,Chicago,IL,60607,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.87256,-87.633911,10/05/2023,10/04/2023 07:12:41 PM +0000,,,,10/26/2022,,,,,"(41.87256, -87.633911)"
33087,E85,City of Chicago FS#9,25 W 65th St,65th and State,Chicago,IL,60621,,,E,,Private - Government only,,,,,,,,,,,,200-8,41.776439,-87.625954,09/14/2023,09/14/2023 09:01:49 AM +0000,LG,,,03/15/2010,,,,false,"(41.776439, -87.625954)"
262431,ELEC,5556 N Sheridan Road Condominium Association,5556 N Sheridan Road,,Chicago,IL,60640,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,41.983521,-87.6555955,10/04/2023,10/03/2023 07:02:11 PM +0000,,,,01/12/2023,,,,,"(41.983521, -87.6555955)"
309749,ELEC,4211 Ferdinand St,4211 West Ferdinand Street,,Chicago,IL,60624,,888-998-2546,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,41.88930296219866,-87.73111634859426,10/04/2023,10/03/2023 07:02:57 PM +0000,,,,07/20/2023,,,,,"(41.88930296219866, -87.73111634859426)"
253747,ELEC,Trump International Hotel & Tower Chicago,401 N Wabash Avenue,Charger is located on Level 4 near exit,Chicago,IL,60611,,888-998-2546,E,,Public,24 hours daily,,,,,,9,,,Blink Network,http://www.blinkcharging.com/,GPS,41.888835,-87.626658,10/04/2023,10/03/2023 07:05:16 PM +0000,,,,12/26/2022,,,,,"(41.888835, -87.626658)"
